id,vista, modulo, view_date, usuario
21290,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-20 00:25:06,WCHACON
21289,Rollos en Bodega,Rollos Tela,2024-02-20 00:25:05,DEVIVAS
21288,Tiquete de Corte,REPORTES,2024-02-20 00:24:54,FCASTANEDA
21287,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-20 00:24:26,WCHACON
21286,Tiquete de Corte,REPORTES,2024-02-20 00:24:09,JMEJIA
21285,Imprimir sticker,COMA,2024-02-20 00:23:48,COMASDP
21284,Preparar Rollos,Rollos Tela,2024-02-20 00:23:03,DEVIVAS
21283,Secuencia SDP,LOGISTICA SDP,2024-02-20 00:21:35,KCHINCHILLA
21282,Movimiento por OP,REPORTES,2024-02-20 00:21:03,JMEJIA
21281,Solicitud Revisión de Calidad,CALIDAD TELA,2024-02-20 00:19:49,MJABREGO
21280,Reportes,CALIDAD TELA,2024-02-20 00:17:42,MRAMIREZ
21279,Hoja de paqueteo,REPORTES,2024-02-20 00:16:44,BHERNANDEZ
21278,Imprimir sticker,COMA,2024-02-20 00:16:34,COMACORTE1
21277,Hoja de paqueteo,REPORTES,2024-02-20 00:16:18,MOLMEDO
21276,Consulta Mesa Foleo,SDP,2024-02-20 00:16:02,RTELLES
21275,Consulta Mesa Foleo,SDP,2024-02-20 00:15:57,AFRANCO
21274,Consulta Mesa Foleo,SDP,2024-02-20 00:15:50,AFRANCO
21273,Producción Diaria por Jefe,REPORTES,2024-02-20 00:15:49,COMASDP
21272,Lectura Corte Tiempo Real,SDP,2024-02-20 00:15:29,VECTORIH80
21271,Reportes,CALIDAD TELA,2024-02-20 00:15:28,CARETANA
21270,Consulta Mesa Foleo,SDP,2024-02-20 00:15:24,RTELLES
21269,Consulta Mesa Foleo,SDP,2024-02-20 00:15:18,KJGARCIA
21268,Lectura Corte Tiempo Real,SDP,2024-02-20 00:15:17,VECTORIH80
21267,Paqueteo,COMA,2024-02-20 00:14:56,COMACORTE1
21266,Lectura Corte Tiempo Real,SDP,2024-02-20 00:14:52,VECTORIH80
21265,Consulta Mesa Foleo,SDP,2024-02-20 00:14:38,KJGARCIA
21264,Subida plano foleo-mesa,SDP,2024-02-20 00:14:06,AFRANCO
21263,Lectura Corte Tiempo Real,SDP,2024-02-20 00:12:28,VECTORIH80
21262,Solicitud Revisión de Calidad,CALIDAD TELA,2024-02-20 00:12:15,MJABREGO
21261,Lectura Corte Tiempo Real,SDP,2024-02-20 00:11:53,VECTORIH80
21260,Imprimir sticker,COMA,2024-02-20 00:11:30,COMACORTE1
21259,Reportes,CALIDAD TELA,2024-02-20 00:10:38,AMCISNEROS
21258,Movimiento por OP,REPORTES,2024-02-20 00:10:18,LIQUIDACIONCORTE
21257,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-20 00:10:10,DEVIVAS
21256,Crear Requisiciones,PLANEACIÓN,2024-02-20 00:09:54,LIQUIDACIONCORTE
21255,Paqueteo,COMA,2024-02-20 00:09:51,COMACORTE1
21254,Movimiento por OP,REPORTES,2024-02-20 00:09:44,LIQUIDACIONCORTE
21253,Tiquete de Corte,REPORTES,2024-02-20 00:09:24,LIQUIDACIONCORTE
21252,Rollos en Bodega,Rollos Tela,2024-02-20 00:08:16,IMARROQUIN
21251,Lectura Corte Tiempo Real,SDP,2024-02-20 00:08:05,JOMARTINEZ
21250,Hoja de paqueteo,REPORTES,2024-02-20 00:08:05,MOLMEDO
21249,Lectura Corte Tiempo Real,SDP,2024-02-20 00:07:59,JOMARTINEZ
21248,Preparar Rollos,Rollos Tela,2024-02-20 00:07:40,DEVIVAS
21247,Preasignar Tela OP,Rollos Tela,2024-02-20 00:07:38,DEVIVAS
21246,Lectura Corte Tiempo Real,SDP,2024-02-20 00:07:36,JOMARTINEZ
21245,Tiquete de Corte,REPORTES,2024-02-20 00:07:19,ELAZO
21244,Asignar Rollos,Rollos Tela,2024-02-20 00:07:14,IMARROQUIN
21243,Lectura Corte Tiempo Real,SDP,2024-02-20 00:07:11,JOMARTINEZ
21242,Preparar Rollos,Rollos Tela,2024-02-20 00:06:39,IMARROQUIN
21241,Hoja de paqueteo,REPORTES,2024-02-20 00:05:21,FCASTANEDA
21240,Asignar Rollos,Rollos Tela,2024-02-20 00:05:15,IMARROQUIN
21239,Preparar Rollos,Rollos Tela,2024-02-20 00:05:07,IMARROQUIN
21238,Asignar Rollos,Rollos Tela,2024-02-20 00:04:52,IMARROQUIN
21237,Preparar Rollos,Rollos Tela,2024-02-20 00:04:38,IMARROQUIN
21236,Movimiento por OP,REPORTES,2024-02-20 00:04:19,LIQUIDACIONCORTE
21235,Tiquete de Corte,REPORTES,2024-02-20 00:04:11,LIQUIDACIONCORTE
21234,Preparar Rollos,Rollos Tela,2024-02-20 00:03:15,IMARROQUIN
21233,Tiquete de Corte,REPORTES,2024-02-20 00:02:51,JMEJIA
21232,Hoja de paqueteo,REPORTES,2024-02-20 00:00:57,KJGARCIA
21231,Movimiento por OP,REPORTES,2024-02-20 00:00:50,LIQUIDACIONCORTE
21230,Hoja de paqueteo,REPORTES,2024-02-20 00:00:39,KJGARCIA
21229,Movimiento por OP,REPORTES,2024-02-20 00:00:32,LIQUIDACIONCORTE
21228,Detalle Requisiciones,REPORTES,2024-02-20 00:00:19,IMARROQUIN
21227,Tiquete de Corte,REPORTES,2024-02-20 00:00:08,LIQUIDACIONCORTE
21226,Trazo,PRODUCCIÓN,2024-02-19 23:59:34,WCHACON
21225,Movimiento por OP RCS,REPORTES,2024-02-19 23:58:39,GCANIZALEZ
21224,Producción Tendido/Corte,REPORTES,2024-02-19 23:58:22,BHERNANDEZ
21223,Movimiento por OP,REPORTES,2024-02-19 23:58:19,LIQUIDACIONCORTE
21222,Movimiento por OP,REPORTES,2024-02-19 23:57:59,LIQUIDACIONCORTE
21221,Tiquete de Corte,REPORTES,2024-02-19 23:57:52,LIQUIDACIONCORTE
21220,Imprimir sticker,COMA,2024-02-19 23:57:44,COMACORTE1
21219,Movimiento por OP,REPORTES,2024-02-19 23:57:27,GCANIZALEZ
21218,Hoja de paqueteo,REPORTES,2024-02-19 23:56:58,JMEJIA
21217,Paqueteo,COMA,2024-02-19 23:56:43,COMACORTE1
21216,Movimiento por OP,REPORTES,2024-02-19 23:56:41,JMEJIA
21215,Paqueteo,COMA,2024-02-19 23:56:38,COMACORTE1
21214,Paqueteo,COMA,2024-02-19 23:56:34,COMACORTE1
21213,Movimiento por OP RCS,REPORTES,2024-02-19 23:56:03,GCANIZALEZ
21212,Tiquete de Corte,REPORTES,2024-02-19 23:55:31,SMARTINEZ
21211,Movimiento por OP,REPORTES,2024-02-19 23:55:19,LIQUIDACIONCORTE
21210,Tiquete de Corte,REPORTES,2024-02-19 23:55:14,LIQUIDACIONCORTE
21209,Imprimir sticker,COMA,2024-02-19 23:54:46,COMACORTE1
21208,Hoja de paqueteo,REPORTES,2024-02-19 23:54:15,MOLMEDO
21207,Movimiento por OP,REPORTES,2024-02-19 23:53:43,LIQUIDACIONCORTE
21206,Tiquete de Corte,REPORTES,2024-02-19 23:53:38,KJGARCIA
21205,Tiquete de Corte,REPORTES,2024-02-19 23:53:28,JMEJIA
21204,Hoja de paqueteo,REPORTES,2024-02-19 23:53:19,JMEJIA
21203,Liquidación,PLANEACIÓN,2024-02-19 23:53:11,LIQUIDACIONCORTE
21202,Paqueteo,COMA,2024-02-19 23:52:58,COMACORTE1
21201,Movimiento por OP,REPORTES,2024-02-19 23:52:49,JMEJIA
21200,Movimiento por OP,REPORTES,2024-02-19 23:52:48,BHERNANDEZ
21199,Tiquete de Corte,REPORTES,2024-02-19 23:52:45,LIQUIDACIONCORTE
21198,Lectura Corte Tiempo Real,SDP,2024-02-19 23:52:25,VECTORIH80
21197,Lectura Corte Tiempo Real,SDP,2024-02-19 23:52:09,VECTORIH80
21196,Movimiento por OP,REPORTES,2024-02-19 23:51:12,BHERNANDEZ
21195,Movimiento por OP,REPORTES,2024-02-19 23:51:06,BHERNANDEZ
21194,Ltra tendido en tiempo fijo,COMA,2024-02-19 23:48:21,COMACORTE1
21193,Imprimir sticker,COMA,2024-02-19 23:47:31,COMACORTE1
21192,Imprimir sticker,COMA,2024-02-19 23:47:31,COMACORTE1
21191,Hoja de paqueteo,REPORTES,2024-02-19 23:45:59,MOLMEDO
21190,Ltra tendido en tiempo fijo,COMA,2024-02-19 23:45:03,COMACORTE1
21189,Tiquete de Corte,REPORTES,2024-02-19 23:44:38,JMEJIA
21188,Imprimir sticker,COMA,2024-02-19 23:43:59,COMACORTE1
21187,Imprimir sticker,COMA,2024-02-19 23:43:53,COMACORTE1
21186,Paqueteo,COMA,2024-02-19 23:42:27,COMACORTE1
21185,Movimiento por OP,REPORTES,2024-02-19 23:41:57,JMEJIA
21184,Lectura Corte Tiempo Real,SDP,2024-02-19 23:41:44,VECTORIH80
21183,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-19 23:40:44,DEVIVAS
21182,Imprimir sticker,COMA,2024-02-19 23:40:44,COMACORTE1
21181,Hoja de paqueteo,REPORTES,2024-02-19 23:40:29,YLINO
21180,Hoja de paqueteo,REPORTES,2024-02-19 23:40:21,JMEJIA
21179,Asignar Rollos,Rollos Tela,2024-02-19 23:40:10,DEVIVAS
21178,Hoja de paqueteo,REPORTES,2024-02-19 23:40:06,RTELLES
21177,Tiquete de Corte,REPORTES,2024-02-19 23:40:00,YLINO
21176,Hoja de paqueteo,REPORTES,2024-02-19 23:39:37,VCRUZ
21175,Paqueteo,COMA,2024-02-19 23:39:25,COMACORTE1
21174,Preparar Rollos,Rollos Tela,2024-02-19 23:39:11,DEVIVAS
21173,Imprimir sticker,COMA,2024-02-19 23:38:51,COMACORTE1
21172,Tiquete de Corte,REPORTES,2024-02-19 23:38:45,JMEJIA
21171,Asignar Rollos,Rollos Tela,2024-02-19 23:38:44,DEVIVAS
21170,Hoja de paqueteo,REPORTES,2024-02-19 23:38:09,HPEREZ
21169,Paqueteo,COMA,2024-02-19 23:37:19,COMACORTE1
21168,Hoja de paqueteo,REPORTES,2024-02-19 23:37:11,ASOLIS
21167,Movimiento por OP,REPORTES,2024-02-19 23:36:20,COMACORTE1
21166,Movimiento por OP,REPORTES,2024-02-19 23:36:17,JMEJIA
21165,Imprimir sticker,COMA,2024-02-19 23:35:23,COMACORTE1
21164,Hoja de paqueteo,REPORTES,2024-02-19 23:34:28,BHERNANDEZ
21163,Tiquete de Corte,REPORTES,2024-02-19 23:33:45,JMEJIA
21162,Paqueteo,COMA,2024-02-19 23:33:38,COMACORTE1
21161,Tiquete de Corte,REPORTES,2024-02-19 23:33:33,RSHERNANDEZ
21160,Hoja de paqueteo,REPORTES,2024-02-19 23:32:08,KJGARCIA
21159,Wip Grupo,REPORTES,2024-02-19 23:32:07,BHERNANDEZ
21158,Crear Requisiciones,PLANEACIÓN,2024-02-19 23:31:44,LIQUIDACIONCORTE
21157,Hoja de paqueteo,REPORTES,2024-02-19 23:31:35,JMEJIA
21156,Hoja de paqueteo,REPORTES,2024-02-19 23:31:19,CVELASQUEZ
21155,Hoja de paqueteo,REPORTES,2024-02-19 23:31:15,RSHERNANDEZ
21154,Tiquete de Corte,REPORTES,2024-02-19 23:31:02,CVELASQUEZ
21153,Tiquete de Corte,REPORTES,2024-02-19 23:30:49,RSHERNANDEZ
21152,Hoja de paqueteo,REPORTES,2024-02-19 23:30:16,KGARCIA
21151,Movimiento por OP,REPORTES,2024-02-19 23:29:41,RSHERNANDEZ
21150,Paqueteo,COMA,2024-02-19 23:27:27,COMACORTE1
21149,Tiquete de Corte,REPORTES,2024-02-19 23:26:53,JMEJIA
21148,Tiquete de Corte,REPORTES,2024-02-19 23:26:40,RSHERNANDEZ
21147,Tiquete de Corte,REPORTES,2024-02-19 23:26:37,RTELLES
21146,Hoja de paqueteo,REPORTES,2024-02-19 23:26:18,COMACORTE1
21145,Hoja de paqueteo,REPORTES,2024-02-19 23:25:50,RTELLES
21144,Trazo,PRODUCCIÓN,2024-02-19 23:25:46,WCHACON
21143,Hoja de paqueteo,REPORTES,2024-02-19 23:25:42,BHERNANDEZ
21142,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-19 23:25:41,WCHACON
21141,Tiquete de Corte,REPORTES,2024-02-19 23:24:41,BHERNANDEZ
21140,Movimiento por OP,REPORTES,2024-02-19 23:24:23,RSHERNANDEZ
21139,Imprimir sticker,COMA,2024-02-19 23:24:23,COMACORTE1
21138,Tiquete de Corte,REPORTES,2024-02-19 23:23:57,KJGARCIA
21137,Tiquete de Corte,REPORTES,2024-02-19 23:23:31,RTELLES
21136,Revisión tela (Touch),CALIDAD TELA,2024-02-19 23:23:28,GANAJERA
21135,Hoja de paqueteo,REPORTES,2024-02-19 23:23:16,SMARTINEZ
21134,Agregar rollo a carro,Rollos Tela,2024-02-19 23:22:39,JELIAS
21133,Trazo,PRODUCCIÓN,2024-02-19 23:22:36,WCHACON
21132,Tiquete de Corte,REPORTES,2024-02-19 23:22:19,RSHERNANDEZ
21131,Paqueteo,COMA,2024-02-19 23:21:28,COMACORTE1
21130,Movimiento por OP,REPORTES,2024-02-19 23:21:06,RSHERNANDEZ
21129,Tiquete de Corte,REPORTES,2024-02-19 23:21:02,HPEREZ
21128,Hoja de paqueteo,REPORTES,2024-02-19 23:20:10,HPEREZ
21127,Tiquete de Corte,REPORTES,2024-02-19 23:19:50,RSHERNANDEZ
21126,Agregar rollo a carro,Rollos Tela,2024-02-19 23:19:37,JELIAS
21125,Tiquete de Corte,REPORTES,2024-02-19 23:18:45,VCRUZ
21124,Movimiento por OP,REPORTES,2024-02-19 23:17:56,RSHERNANDEZ
21123,Tiquete de Corte,REPORTES,2024-02-19 23:17:32,RSHERNANDEZ
21122,Movimiento por OP,REPORTES,2024-02-19 23:17:06,RSHERNANDEZ
21121,Movimiento por OP,REPORTES,2024-02-19 23:16:58,JMEJIA
21120,Imprimir sticker tendido,COMA,2024-02-19 23:16:34,JGALICIA
21119,Tiquete de Corte,REPORTES,2024-02-19 23:16:30,JMEJIA
21118,Movimiento por OP,REPORTES,2024-02-19 23:15:37,JMEJIA
21117,Agregar rollo a carro,Rollos Tela,2024-02-19 23:15:22,JTURCIOS
21116,Agregar rollo a carro,Rollos Tela,2024-02-19 23:14:29,JTURCIOS
21115,Tiquete de Corte,REPORTES,2024-02-19 23:14:13,MOLMEDO
21114,Tiquete de Corte,REPORTES,2024-02-19 23:14:04,CVELASQUEZ
21113,Movimiento por OP,REPORTES,2024-02-19 23:13:56,BHERNANDEZ
21112,Hoja de paqueteo,REPORTES,2024-02-19 23:13:26,CVELASQUEZ
21111,Paqueteo,COMA,2024-02-19 23:13:11,COMACORTE1
21110,Ltra tendido en tiempo fijo,COMA,2024-02-19 23:13:08,COMACORTE1
21109,Preparar Rollos,Rollos Tela,2024-02-19 23:13:06,IMARROQUIN
21108,Asignar Rollos,Rollos Tela,2024-02-19 23:12:46,IMARROQUIN
21107,Ltra de prod. tiempo fijo,COMA,2024-02-19 23:12:40,LCOMALOURDES1
21106,Preparar Rollos,Rollos Tela,2024-02-19 23:12:34,IMARROQUIN
21105,Reportes,CALIDAD TELA,2024-02-19 23:12:25,AMCISNEROS
21104,Estatus OP BMP,REPORTES,2024-02-19 23:12:15,DEVIVAS
21103,OPs en Carros,Rollos Tela,2024-02-19 23:11:35,DEVIVAS
21102,Movimiento por OP,REPORTES,2024-02-19 23:11:28,MOLMEDO
21101,Hoja de paqueteo,REPORTES,2024-02-19 23:11:17,JOMARTINEZ
21100,Tiquete de Corte,REPORTES,2024-02-19 23:11:01,JMEJIA
21099,Tiquete de Corte,REPORTES,2024-02-19 23:10:41,SNAREVALO
21098,Tiquete de Corte,REPORTES,2024-02-19 23:10:39,MOLMEDO
21097,Producción Diaria,REPORTES,2024-02-19 23:10:27,LCOMALOURDES1
21096,Producción Tendido/Corte,REPORTES,2024-02-19 23:10:02,LIQUIDACIONCORTE
21095,Tiquete de Corte,REPORTES,2024-02-19 23:09:47,CVELASQUEZ
21094,Imprimir sticker,COMA,2024-02-19 23:09:38,COMASDP
21093,Movimiento por OP,REPORTES,2024-02-19 23:09:23,MOLMEDO
21092,Tiquete de Corte,REPORTES,2024-02-19 23:08:18,MOLMEDO
21091,Tiquete de Corte,REPORTES,2024-02-19 23:08:08,KGARCIA
21090,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-19 23:08:05,DEVIVAS
21089,Movimiento por OP,REPORTES,2024-02-19 23:07:28,MOLMEDO
21088,Tiquete de Corte,REPORTES,2024-02-19 23:07:25,ASOLIS
21087,Hoja de paqueteo,REPORTES,2024-02-19 23:07:16,YLINO
21086,Información Sticker por OP,COMA,2024-02-19 23:06:55,COMASDP
21085,Tiquete de Corte,REPORTES,2024-02-19 23:06:34,MOLMEDO
21084,Producción Tendido/Corte,REPORTES,2024-02-19 23:06:28,LIQUIDACIONCORTE
21083,OPs en Carros,Rollos Tela,2024-02-19 23:06:13,DEVIVAS
21082,Estatus OP BMP,REPORTES,2024-02-19 23:06:11,DEVIVAS
21081,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-19 23:06:04,DEVIVAS
21080,Revisión tela (Touch),CALIDAD TELA,2024-02-19 23:05:56,JOMATA
21079,Información Rollo,Rollos Tela,2024-02-19 23:05:53,DEVIVAS
21078,Rollos en Bodega,Rollos Tela,2024-02-19 23:05:53,DEVIVAS
21077,Preparar Rollos,Rollos Tela,2024-02-19 23:05:53,DEVIVAS
21076,Asignar Rollos,Rollos Tela,2024-02-19 23:05:37,DEVIVAS
21075,Movimiento por OP,REPORTES,2024-02-19 23:04:53,SNAREVALO
21074,Movimiento por OP,REPORTES,2024-02-19 23:04:48,MOLMEDO
21073,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-19 23:04:29,WCHACON
21072,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-19 23:03:52,DRIVERA
21071,Ltra de prod. tiempo fijo,COMA,2024-02-19 23:03:43,COMASDP
21070,Ltra tendido en tiempo fijo,COMA,2024-02-19 23:03:35,COMASDP
21069,Revisión tela (Touch),CALIDAD TELA,2024-02-19 23:03:06,AMCISNEROS
21068,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-19 23:02:58,DRIVERA
21067,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-19 23:02:42,DRIVERA
21066,Hoja de paqueteo,REPORTES,2024-02-19 23:02:35,SNAREVALO
21065,Revisión tela (Touch),CALIDAD TELA,2024-02-19 23:02:08,CARETANA
21064,Revisión tela (Touch),CALIDAD TELA,2024-02-19 23:01:57,CARETANA
21063,Movimiento por OP,REPORTES,2024-02-19 23:01:56,YLINO
21062,Tiquete de Corte,REPORTES,2024-02-19 23:01:42,YLINO
21061,Lectura Corte Tiempo Real,SDP,2024-02-19 23:01:16,JOMARTINEZ
21060,Revisión tela (Touch),CALIDAD TELA,2024-02-19 23:01:13,MJABREGO
21059,Tiquete de Corte,REPORTES,2024-02-19 23:01:05,FCASTANEDA
21058,Lectura Corte Tiempo Real,SDP,2024-02-19 23:01:05,JOMARTINEZ
21057,Movimiento por OP,REPORTES,2024-02-19 23:00:05,SNAREVALO
21056,Imprimir sticker,COMA,2024-02-19 22:59:58,COMASDP
21055,Lectura Corte Tiempo Real,SDP,2024-02-19 22:59:49,VECTORIH80
21054,Revisión tela (Touch),CALIDAD TELA,2024-02-19 22:59:13,MRAMIREZ
21053,Movimiento por OP,REPORTES,2024-02-19 22:59:12,BHERNANDEZ
21052,Movimiento por OP,REPORTES,2024-02-19 22:58:32,BHERNANDEZ
21051,Imprimir sticker tendido,COMA,2024-02-19 22:57:32,JGALICIA
21050,Imprimir sticker tendido,COMA,2024-02-19 22:57:16,COMACORTE1
21049,Imprimir sticker tendido,COMA,2024-02-19 22:54:27,COMACORTE1
21048,Producción Tendido/Corte,REPORTES,2024-02-19 22:54:11,LIQUIDACIONCORTE
21047,Dividir Sticker,COMA,2024-02-19 22:53:04,COMACORTE1
21046,Dividir Sticker,COMA,2024-02-19 22:52:48,COMACORTE1
21045,Movimiento por OP,REPORTES,2024-02-19 22:52:29,BHERNANDEZ
21044,Dividir Sticker,COMA,2024-02-19 22:51:30,COMASDP
21043,Imprimir sticker tendido,COMA,2024-02-19 22:51:17,JGALICIA
21042,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-19 22:50:44,JRIVAS
21041,Imprimir sticker,COMA,2024-02-19 22:50:33,COMASDP
21040,Dividir Sticker,COMA,2024-02-19 22:50:07,COMASDP
21039,Imprimir sticker,COMA,2024-02-19 22:49:31,COMASDP
21038,Dividir Sticker,COMA,2024-02-19 22:49:22,COMASDP
21037,Caja Rechazo - Todas,LOGISTICA SDP,2024-02-19 22:48:17,ASAGASTUME
21036,Consulta ventana,LOGISTICA,2024-02-19 22:47:09,VRAMOS
21035,Imprimir sticker,COMA,2024-02-19 22:46:57,COMASDP
21034,Balance OPS SDP ESTILO,LOGISTICA SDP,2024-02-19 22:46:48,ASAGASTUME
21033,Estatus OP BMP,REPORTES,2024-02-19 22:46:43,JRIVAS
21032,Dividir Sticker,COMA,2024-02-19 22:46:29,COMASDP
21031,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-19 22:45:46,JRIVAS
21030,Imprimir sticker,COMA,2024-02-19 22:45:33,COMASDP
21029,Dividir Sticker,COMA,2024-02-19 22:44:06,COMASDP
21028,Wip,REPORTES,2024-02-19 22:44:04,BHERNANDEZ
21027,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-19 22:43:39,JRIVAS
21026,Movimiento por OP,REPORTES,2024-02-19 22:43:02,LIQUIDACIONCORTE
21025,Rollos relajados,REPORTES,2024-02-19 22:42:37,DEVIVAS
21024,Balance OPS SDP ESTILO,LOGISTICA SDP,2024-02-19 22:42:02,ASAGASTUME
21023,Movimiento por OP,REPORTES,2024-02-19 22:41:41,JOMARTINEZ
21022,Pruebas de Laboratorio,CALIDAD TELA,2024-02-19 22:41:12,ALAGUILAR
21021,Dividir Sticker,COMA,2024-02-19 22:41:09,COMASDP
21020,Hoja de paqueteo,REPORTES,2024-02-19 22:40:37,JOMARTINEZ
21019,Imprimir sticker,COMA,2024-02-19 22:39:55,COMASDP
21018,Movimiento por OP,REPORTES,2024-02-19 22:39:26,LIQUIDACIONCORTE
21017,Ltra de prod. tiempo fijo,COMA,2024-02-19 22:39:08,WLEMUS
21016,Wip Planta,REPORTES,2024-02-19 22:39:00,JAGIL
21015,Hoja de paqueteo,REPORTES,2024-02-19 22:38:49,MOLMEDO
21014,Consulta ventana,LOGISTICA,2024-02-19 22:38:27,LVENTANA3
21013,Tiquete de Corte,REPORTES,2024-02-19 22:38:15,MOLMEDO
21012,Lectura Corte Tiempo Real,SDP,2024-02-19 22:37:42,JOMARTINEZ
21011,Hoja de paqueteo,REPORTES,2024-02-19 22:37:24,JOMARTINEZ
21010,Agregar rollo a carro,Rollos Tela,2024-02-19 22:37:18,DEVIVAS
21009,Producción Tendido/Corte,REPORTES,2024-02-19 22:37:16,LIQUIDACIONCORTE
21008,Ingreso a ventana/detalle,LOGISTICA,2024-02-19 22:37:12,LVENTANA3
21007,Hoja de paqueteo,REPORTES,2024-02-19 22:35:30,JOMARTINEZ
21006,Pruebas de Laboratorio,CALIDAD TELA,2024-02-19 22:35:00,ALAGUILAR
21005,Dividir Sticker,COMA,2024-02-19 22:34:54,LCOMALOURDES1
21004,Producción Diaria,REPORTES,2024-02-19 22:34:42,WLEMUS
21003,Consulta ventana,LOGISTICA,2024-02-19 22:34:18,LVENTANA2
21002,Imprimir sticker,COMA,2024-02-19 22:33:32,LCOMALOURDES1
21001,Consulta ventana,LOGISTICA,2024-02-19 22:33:07,LVENTANA2
21000,Movimiento por OP,REPORTES,2024-02-19 22:32:49,JOMARTINEZ
20999,Ingreso a ventana/detalle,LOGISTICA,2024-02-19 22:32:48,LVENTANA2
20998,Ingreso a ventana/detalle,LOGISTICA,2024-02-19 22:32:30,LVENTANA4
20997,Tiquete de Corte,REPORTES,2024-02-19 22:32:29,NSALAZAR
20996,Wip Grupo,REPORTES,2024-02-19 22:32:05,BHERNANDEZ
20995,Consulta ventana,LOGISTICA,2024-02-19 22:32:01,LVENTANA4
20994,Revisión tela (Touch),CALIDAD TELA,2024-02-19 22:31:49,MARODRIGUEZ
20993,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-19 22:31:47,KREGALADO
20992,Imprimir sticker tendido,COMA,2024-02-19 22:31:35,COMACORTE1
20991,Hoja de paqueteo,REPORTES,2024-02-19 22:31:29,JMEJIA
20990,Reportes,CALIDAD TELA,2024-02-19 22:30:59,MARODRIGUEZ
20989,Ingreso a ventana/detalle,LOGISTICA,2024-02-19 22:30:53,LVENTANA4
20988,Tiquete de Corte,REPORTES,2024-02-19 22:30:31,JOMARTINEZ
20987,Movimiento por OP,REPORTES,2024-02-19 22:30:25,JMEJIA
20986,Movimiento por OP,REPORTES,2024-02-19 22:30:14,JMEJIA
20985,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-19 22:30:08,LABELTRAN
20984,OPs en Carros,Rollos Tela,2024-02-19 22:29:56,DEVIVAS
20983,Descargar Rollos,Rollos Tela,2024-02-19 22:29:20,HBALVARADO
20982,Consulta ventana,LOGISTICA,2024-02-19 22:29:10,LVENTANA4
20981,Imprimir sticker,COMA,2024-02-19 22:28:58,COMASDP
20980,Agregar rollo a carro,Rollos Tela,2024-02-19 22:28:43,AJVARGAS
20979,Rollo a carro (Touch),Rollos Tela,2024-02-19 22:28:02,AJVARGAS
20978,Producción Tendido/Corte,REPORTES,2024-02-19 22:27:29,LIQUIDACIONCORTE
20977,Imprimir sticker,COMA,2024-02-19 22:26:28,COMASDP
20976,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-19 22:26:20,IERODRIGUEZ
20975,Revisión tela (Touch),CALIDAD TELA,2024-02-19 22:26:16,JDRAMOS
20974,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-19 22:26:06,IERODRIGUEZ
20973,Imprimir sticker tendido,COMA,2024-02-19 22:25:30,COMACORTE1
20972,Tiquete de Corte,REPORTES,2024-02-19 22:25:20,BHERNANDEZ
20971,Dividir Sticker,COMA,2024-02-19 22:24:50,DSEGOVIA
20970,Ltra de prod. tiempo fijo,COMA,2024-02-19 22:24:30,LCOMALOURDES1
20969,Imprimir sticker,COMA,2024-02-19 22:24:30,COMASDP
20968,Consulta ventana,LOGISTICA,2024-02-19 22:24:26,LVENTANA2
20967,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-19 22:24:21,LABELTRAN
20966,Producción Tendido/Corte,REPORTES,2024-02-19 22:24:07,EBALLESTEROS
20965,Imprimir sticker,COMA,2024-02-19 22:24:02,COMASDP
20964,Imprimir sticker,COMA,2024-02-19 22:23:29,LCOMALOURDES1
20963,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-19 22:23:20,IERODRIGUEZ
20962,Imprimir sticker,COMA,2024-02-19 22:23:13,COMASDP
20961,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-19 22:23:11,IERODRIGUEZ
20960,Liberación de OPs,PLANEACIÓN,2024-02-19 22:23:04,LABELTRAN
20959,Secuencia SDP,LOGISTICA SDP,2024-02-19 22:23:00,ASAGASTUME
20958,Producción Tendido/Corte,REPORTES,2024-02-19 22:22:16,LIQUIDACIONCORTE
20957,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-19 22:21:56,LABELTRAN
20956,Pruebas de Laboratorio,CALIDAD TELA,2024-02-19 22:21:55,ALAGUILAR
20955,Hoja de paqueteo,REPORTES,2024-02-19 22:21:44,JOMARTINEZ
20954,Tiquete de Corte,REPORTES,2024-02-19 22:21:39,ERMARTINEZ
